InvoiceNo,InvoiceDate,CustomerID,Country,ProductID,ProductDescription,Quantity,UnitPrice,TotalAmount
INV810184,2024-08-25,CUST0269,Brazil,P1006,Coffee Mug,1,8.58,8.58
INV814903,2023-01-01,CUST0238,Germany,P1008,Water Bottle,1,11.59,11.59
INV851343,2024-10-27,CUST0082,Australia,P1013,Sticky Notes Pack,4,4.44,17.76
INV839051,2024-12-05,CUST0345,France,P1010,Phone Case,5,10.36,51.8
INV908302,2023-08-25,CUST0346,Canada,P1003,Notebook Set,4,6.53,26.12
INV993390,2023-01-01,CUST0220,Brazil,P1010,Phone Case,3,10.03,30.09
INV651975,2024-05-12,CUST0104,India,P1011,Table Lamp,2,28.02,56.04
INV145144,2024-01-01,CUST0101,India,P1013,Sticky Notes Pack,1,4.2,4.2
INV728811,2024-07-25,CUST0462,France,P1014,Running Shoes,3,64.07,192.21
INV553543,2024-07-05,CUST0011,Usa,P1011,Table Lamp,2,27.38,54.76
INV962577,2024-12-10,CUST0560,Canada,P1003,Notebook Set,5,6.65,33.25
INV649745,2024-09-02,CUST0282,Canada,P1013,Sticky Notes Pack,3,4.35,13.05
INV434711,2024-01-11,CUST0382,Germany,P1014,Running Shoes,4,65.05,260.2
INV688272,2023-01-01,CUST0625,Australia,P1001,Wireless Mouse,2,15.9,31.8
INV639244,2024-02-12,CUST0276,India,P1006,Coffee Mug,3,7.94,23.82
INV292195,2024-04-17,CUST0301,Australia,P1012,Gaming Headset,5,55.59,277.95
INV937923,2023-01-01,CUST0153,India,P1007,Yoga Mat,2,20.56,41.12
INV963896,2024-01-24,CUST0424,Canada,P1012,Gaming Headset,4,55.69,222.76
INV331377,2023-10-17,CUST0704,France,P1007,Yoga Mat,4,20.13,80.52
INV953790,2024-09-20,CUST0325,India,P1001,Wireless Mouse,3,16.19,48.57
INV943790,2023-01-01,CUST0103,India,P1005,Office Chair,4,90.68,362.72
INV164618,2023-01-01,CUST0006,France,P1008,Water Bottle,4,11.2,44.8
INV279521,2024-08-18,CUST0457,Uk,P1012,Gaming Headset,3,53.29,159.87
INV368096,2024-09-26,CUST0217,Australia,P1012,Gaming Headset,4,55.5,222.0
INV578690,2023-12-22,CUST0398,Usa,P1003,Notebook Set,1,6.77,6.77
INV155167,2023-11-03,CUST0723,Australia,P1002,Bluetooth Speaker,2,33.06,66.12
INV623779,2024-07-19,CUST0498,Brazil,P1013,Sticky Notes Pack,4,4.39,17.56
INV442810,2023-10-28,CUST0366,India,P1014,Running Shoes,2,61.93,123.86
INV734606,2023-01-01,CUST0493,Canada,P1014,Running Shoes,2,66.1,132.2
INV189259,2023-11-07,CUST0076,India,P1012,Gaming Headset,2,54.35,108.7
INV519304,2024-10-19,CUST0159,France,P1013,Sticky Notes Pack,4,4.42,17.68
INV416266,2024-09-09,CUST0725,Uk,P1008,Water Bottle,5,11.12,55.6
INV376122,2024-09-16,CUST0333,Canada,P1008,Water Bottle,5,11.36,56.8
INV953467,2024-11-27,CUST0536,France,P1010,Phone Case,2,9.98,19.96
INV771335,2024-09-26,CUST0542,Australia,P1009,Backpack,5,43.3,216.5
INV840625,2023-11-04,CUST0724,Brazil,P1003,Notebook Set,4,7.03,28.12
INV318080,2024-06-12,CUST0098,Australia,P1015,Winter Jacket,5,123.28,616.4
INV717674,2023-01-01,CUST0103,India,P1012,Gaming Headset,5,55.54,277.7
INV781410,2023-01-01,CUST0454,Canada,P1002,Bluetooth Speaker,1,34.08,34.08
INV216052,2023-03-12,CUST0657,Uk,P1001,Wireless Mouse,1,16.75,16.75
INV258130,2024-07-16,CUST0052,Australia,P1015,Winter Jacket,2,123.66,247.32
INV976807,2024-08-21,CUST0366,India,P1011,Table Lamp,2,27.82,55.64
INV901699,2024-06-26,CUST0082,Australia,P1009,Backpack,4,44.9,179.6
INV824880,2024-08-04,CUST0293,India,P1014,Running Shoes,5,66.54,332.7
INV692072,2024-01-12,CUST0039,Usa,P1007,Yoga Mat,1,19.78,19.78
INV379283,2024-12-24,CUST0326,India,P1012,Gaming Headset,2,53.01,106.02
INV672403,2024-06-17,CUST0288,Brazil,P1011,Table Lamp,2,27.75,55.5
INV534945,2024-09-08,CUST0514,India,P1003,Notebook Set,3,7.0,21.0
INV236591,2024-07-21,CUST0587,Canada,P1005,Office Chair,3,86.18,258.54
INV753173,2024-05-28,CUST0327,Usa,P1009,Backpack,3,44.37,133.11
INV357265,2023-07-08,CUST0414,Australia,P1014,Running Shoes,5,67.27,336.35
INV590132,2024-11-18,CUST0276,India,P1011,Table Lamp,2,27.86,55.72
INV609492,2024-11-23,CUST0082,Australia,P1005,Office Chair,1,90.58,90.58
INV926862,2023-03-24,CUST0389,Uk,P1002,Bluetooth Speaker,2,33.83,67.66
INV677751,2024-05-01,CUST0571,Canada,P1004,Desk Lamp,3,21.58,64.74
INV206071,2023-07-31,CUST0204,Australia,P1005,Office Chair,2,91.64,183.28
INV443979,2024-09-03,CUST0673,Canada,P1002,Bluetooth Speaker,2,33.05,66.1
INV652554,2023-11-06,CUST0044,France,P1002,Bluetooth Speaker,1,35.61,35.61
INV148642,2024-06-26,CUST0127,India,P1014,Running Shoes,3,63.95,191.85
INV499371,2024-10-06,CUST0546,Australia,P1013,Sticky Notes Pack,2,4.33,8.66
INV244120,2023-08-11,CUST0533,Usa,P1004,Desk Lamp,3,21.37,64.11
INV239484,2023-01-24,CUST0327,Usa,P1006,Coffee Mug,3,7.98,23.94
INV598224,2024-07-05,CUST0208,Usa,P1002,Bluetooth Speaker,5,34.99,174.95
INV577404,2024-01-29,CUST0613,Canada,P1010,Phone Case,2,10.3,20.6
INV868124,2024-09-26,CUST0001,Germany,P1004,Desk Lamp,2,22.79,45.58
INV488695,2023-11-22,CUST0089,Usa,P1006,Coffee Mug,5,7.86,39.3
INV280005,2024-11-02,CUST0647,Germany,P1002,Bluetooth Speaker,4,33.0,132.0
INV849657,2023-01-23,CUST0657,Uk,P1001,Wireless Mouse,3,16.73,50.19
INV177216,2024-10-16,CUST0453,Uk,P1010,Phone Case,2,9.54,19.08
INV921703,2023-07-30,CUST0091,Brazil,P1011,Table Lamp,1,26.86,26.86
INV804484,2023-10-28,CUST0568,India,P1014,Running Shoes,3,67.76,203.28
INV494629,2024-10-27,CUST0460,Uk,P1011,Table Lamp,3,28.63,85.89
INV904970,2024-09-25,CUST0041,France,P1002,Bluetooth Speaker,4,36.05,144.2
INV994584,2024-12-25,CUST0160,Germany,P1008,Water Bottle,4,11.66,46.64
INV993987,2023-11-06,CUST0517,Brazil,P1012,Gaming Headset,2,53.18,106.36
INV478728,2023-09-25,CUST0116,India,P1004,Desk Lamp,3,21.65,64.95
INV150711,2024-09-15,CUST0489,Brazil,P1010,Phone Case,3,10.14,30.42
INV772962,2024-06-05,CUST0173,France,P1009,Backpack,2,46.01,92.02
INV431853,2024-08-05,CUST0383,Australia,P1008,Water Bottle,1,11.32,11.32
INV127271,2023-01-01,CUST0228,France,P1013,Sticky Notes Pack,3,4.41,13.23
INV582654,2024-06-14,CUST0232,Brazil,P1003,Notebook Set,2,7.04,14.08
INV119571,2024-01-29,CUST0240,France,P1014,Running Shoes,4,65.19,260.76
INV216625,2024-01-07,CUST0266,Australia,P1003,Notebook Set,3,7.08,21.24
INV694608,2024-09-17,CUST0679,Uk,P1012,Gaming Headset,1,56.65,56.65
INV635330,2024-11-27,CUST0143,Germany,P1013,Sticky Notes Pack,3,4.35,13.05
INV333076,2024-08-11,CUST0155,India,P1010,Phone Case,5,10.03,50.15
INV245461,2023-08-08,CUST0452,India,P1013,Sticky Notes Pack,3,4.42,13.26
INV721889,2024-09-17,CUST0097,Brazil,P1005,Office Chair,1,86.92,86.92
INV802976,2024-09-23,CUST0355,France,P1012,Gaming Headset,3,54.89,164.67
INV565619,2024-07-30,CUST0028,Germany,P1007,Yoga Mat,3,19.92,59.76
INV220077,2023-01-01,CUST0331,Uk,P1002,Bluetooth Speaker,4,33.19,132.76
INV963896,2024-01-24,CUST0424,Canada,P1006,Coffee Mug,2,8.07,16.14
INV360888,2024-07-29,CUST0193,Uk,P1012,Gaming Headset,3,55.52,166.56
INV240544,2024-04-27,CUST0679,Uk,P1014,Running Shoes,3,63.87,191.61
INV731730,2024-07-03,CUST0188,France,P1012,Gaming Headset,3,52.37,157.11
INV655259,2024-12-07,CUST0670,Brazil,P1014,Running Shoes,2,67.63,135.26
INV703050,2024-11-13,CUST0473,France,P1008,Water Bottle,4,11.17,44.68
INV302451,2024-09-23,CUST0632,France,P1003,Notebook Set,3,7.09,21.27
INV627125,2023-06-20,CUST0063,Germany,P1007,Yoga Mat,2,20.36,40.72
INV937154,2024-10-08,CUST0736,Uk,P1008,Water Bottle,1,11.22,11.22
INV488199,2024-09-27,CUST0406,France,P1012,Gaming Headset,3,56.03,168.09
INV200225,2024-06-29,CUST0792,Usa,P1009,Backpack,4,46.07,184.28
INV444621,2024-02-16,CUST0616,Canada,P1011,Table Lamp,5,26.4,132.0
INV412046,2023-02-12,CUST0414,Australia,P1015,Winter Jacket,3,114.69,344.07
INV457755,2023-10-11,CUST0466,Uk,P1005,Office Chair,2,91.56,183.12
INV534858,2024-11-14,CUST0057,Canada,P1008,Water Bottle,3,11.53,34.59
INV844141,2024-03-25,CUST0346,Canada,P1014,Running Shoes,3,64.55,193.65
INV370891,2024-12-05,CUST0665,India,P1003,Notebook Set,2,6.55,13.1
INV134382,2023-05-26,CUST0723,Australia,P1010,Phone Case,2,9.8,19.6
INV453450,2024-11-21,CUST0004,India,P1012,Gaming Headset,1,55.17,55.17
INV398186,2024-12-24,CUST0264,France,P1015,Winter Jacket,5,116.51,582.55
INV708517,2024-12-21,CUST0661,India,P1002,Bluetooth Speaker,2,35.96,71.92
INV977773,2024-07-12,CUST0701,Australia,P1007,Yoga Mat,2,19.13,38.26
INV909324,2024-02-07,CUST0715,France,P1007,Yoga Mat,5,19.47,97.35
INV270540,2023-01-01,CUST0194,Canada,P1012,Gaming Headset,2,53.07,106.14
INV121934,2024-11-04,CUST0275,Australia,P1006,Coffee Mug,5,8.23,41.15
INV531739,2023-09-12,CUST0452,India,P1004,Desk Lamp,3,21.93,65.79
INV673773,2024-12-08,CUST0103,India,P1003,Notebook Set,1,6.61,6.61
INV977082,2024-05-07,CUST0152,Uk,P1004,Desk Lamp,3,21.88,65.64
INV282610,2024-10-13,CUST0778,Uk,P1001,Wireless Mouse,2,16.08,32.16
INV549861,2024-02-24,CUST0487,France,P1002,Bluetooth Speaker,1,33.0,33.0
INV413669,2024-12-17,CUST0699,Germany,P1009,Backpack,1,46.24,46.24
INV133400,2024-08-21,CUST0098,Australia,P1004,Desk Lamp,2,22.06,44.12
INV302337,2024-01-26,CUST0436,Brazil,P1010,Phone Case,4,9.9,39.6
INV100006,2024-08-05,CUST0627,Australia,P1015,Winter Jacket,2,114.13,228.26
INV391093,2024-07-06,CUST0644,Germany,P1010,Phone Case,4,10.41,41.64
INV691716,2024-09-23,CUST0735,Brazil,P1001,Wireless Mouse,3,15.62,46.86
INV753872,2024-08-18,CUST0024,Brazil,P1015,Winter Jacket,5,118.2,591.0
INV632941,2024-03-11,CUST0578,India,P1006,Coffee Mug,2,8.28,16.56
INV338363,2024-06-16,CUST0233,Brazil,P1012,Gaming Headset,1,56.42,56.42
INV595738,2024-03-20,CUST0433,Usa,P1015,Winter Jacket,2,123.36,246.72
INV994198,2024-10-19,CUST0382,Germany,P1008,Water Bottle,5,11.56,57.8
INV351834,2024-09-15,CUST0634,Usa,P1002,Bluetooth Speaker,3,33.34,100.02
INV857897,2023-11-03,CUST0661,India,P1003,Notebook Set,4,7.03,28.12
INV972151,2024-08-06,CUST0137,France,P1004,Desk Lamp,1,21.08,21.08
INV673605,2024-08-05,CUST0252,Australia,P1010,Phone Case,2,9.81,19.62
INV159188,2024-11-28,CUST0175,Canada,P1006,Coffee Mug,1,8.25,8.25
INV208187,2024-08-01,CUST0405,Germany,P1005,Office Chair,1,87.27,87.27
INV672458,2024-08-21,CUST0749,Germany,P1010,Phone Case,4,9.78,39.12
INV962845,2024-09-07,CUST0652,Uk,P1008,Water Bottle,5,11.33,56.65
INV552790,2023-10-29,CUST0324,Canada,P1001,Wireless Mouse,2,16.1,32.2
INV858090,2024-10-09,CUST0107,France,P1002,Bluetooth Speaker,5,33.48,167.4
INV518461,2024-11-15,CUST0047,Brazil,P1007,Yoga Mat,1,20.04,20.04
INV962873,2023-01-01,CUST0699,Germany,P1014,Running Shoes,3,63.42,190.26
INV378749,2024-11-06,CUST0771,Brazil,P1009,Backpack,1,43.36,43.36
INV366804,2024-07-26,CUST0114,Brazil,P1002,Bluetooth Speaker,5,34.54,172.7
INV512063,2024-06-14,CUST0155,India,P1015,Winter Jacket,2,122.56,245.12
INV635873,2024-08-20,CUST0511,India,P1007,Yoga Mat,5,20.15,100.75
INV409798,2024-12-12,CUST0342,Germany,P1006,Coffee Mug,4,8.18,32.72
INV745729,2024-01-15,CUST0713,India,P1001,Wireless Mouse,3,15.89,47.67
INV933340,2024-06-27,CUST0032,Brazil,P1006,Coffee Mug,4,8.38,33.52
INV375933,2024-08-08,CUST0758,Uk,P1005,Office Chair,1,92.06,92.06
INV293624,2024-01-29,CUST0639,France,P1002,Bluetooth Speaker,1,32.87,32.87
INV918457,2024-06-18,CUST0773,France,P1010,Phone Case,5,9.9,49.5
INV704156,2023-09-11,CUST0351,Australia,P1003,Notebook Set,5,6.9,34.5
INV640388,2024-10-26,CUST0139,India,P1002,Bluetooth Speaker,4,34.28,137.12
INV612050,2024-07-20,CUST0659,India,P1015,Winter Jacket,4,124.64,498.56
INV642655,2023-08-17,CUST0301,Australia,P1007,Yoga Mat,2,20.37,40.74
INV977221,2024-10-05,CUST0513,Canada,P1011,Table Lamp,2,28.17,56.34
INV554171,2023-08-04,CUST0665,India,P1010,Phone Case,1,10.06,10.06
INV747447,2023-08-02,CUST0479,Germany,P1002,Bluetooth Speaker,4,36.07,144.28
INV162656,2024-08-27,CUST0480,India,P1001,Wireless Mouse,3,16.7,50.1
INV330376,2024-11-13,CUST0257,India,P1014,Running Shoes,1,67.28,67.28
INV481282,2024-09-16,CUST0399,France,P1013,Sticky Notes Pack,4,4.39,17.56
INV557762,2024-02-09,CUST0015,Germany,P1012,Gaming Headset,1,52.64,52.64
INV698967,2023-09-18,CUST0119,Usa,P1009,Backpack,5,45.29,226.45
INV804595,2023-01-01,CUST0351,Australia,P1013,Sticky Notes Pack,3,4.17,12.51
INV685450,2024-12-15,CUST0153,India,P1001,Wireless Mouse,2,16.48,32.96
INV166959,2024-07-31,CUST0263,France,P1014,Running Shoes,2,66.4,132.8
INV660984,2023-07-06,CUST0536,France,P1012,Gaming Headset,4,57.08,228.32
INV550539,2024-09-01,CUST0147,Germany,P1008,Water Bottle,2,11.78,23.56
INV929771,2024-10-31,CUST0078,Uk,P1015,Winter Jacket,2,119.82,239.64
INV558043,2024-03-29,CUST0036,Brazil,P1014,Running Shoes,2,65.28,130.56
INV150323,2023-11-14,CUST0532,France,P1007,Yoga Mat,1,19.72,19.72
INV590132,2024-11-18,CUST0276,India,P1014,Running Shoes,1,67.85,67.85
INV732120,2024-10-29,CUST0750,Australia,P1011,Table Lamp,5,28.75,143.75
INV304234,2024-11-01,CUST0512,Canada,P1011,Table Lamp,3,27.47,82.41
INV251304,2024-06-23,CUST0013,Australia,P1006,Coffee Mug,3,7.92,23.76
INV859346,2024-07-07,CUST0762,Canada,P1003,Notebook Set,5,6.46,32.3
INV652898,2023-01-01,CUST0652,Uk,P1015,Winter Jacket,5,118.64,593.2
INV479786,2023-01-01,CUST0717,Brazil,P1009,Backpack,4,46.99,187.96
INV473880,2024-12-07,CUST0156,Canada,P1003,Notebook Set,1,6.75,6.75
INV763638,2024-07-16,CUST0150,Germany,P1015,Winter Jacket,2,119.22,238.44
INV305206,2024-10-20,CUST0689,Usa,P1006,Coffee Mug,4,8.32,33.28
INV985722,2024-04-16,CUST0071,Germany,P1010,Phone Case,3,9.68,29.04
INV566596,2024-12-09,CUST0428,France,P1008,Water Bottle,5,11.69,58.45
INV529252,2024-01-14,CUST0666,Canada,P1010,Phone Case,1,9.74,9.74
INV415098,2024-01-08,CUST0153,India,P1011,Table Lamp,5,28.35,141.75
INV263321,2024-07-04,CUST0127,India,P1002,Bluetooth Speaker,3,34.75,104.25
INV713272,2024-11-21,CUST0796,Australia,P1015,Winter Jacket,5,121.35,606.75
INV347467,2023-08-25,CUST0565,India,P1004,Desk Lamp,5,20.99,104.95
INV674383,2023-07-15,CUST0327,Usa,P1004,Desk Lamp,4,21.48,85.92
INV119086,2024-06-13,CUST0742,India,P1009,Backpack,2,45.52,91.04
INV734780,2024-07-26,CUST0584,Uk,P1006,Coffee Mug,5,8.45,42.25
INV705402,2023-03-16,CUST0646,Usa,P1005,Office Chair,2,89.11,178.22
INV373744,2024-02-17,CUST0713,India,P1002,Bluetooth Speaker,1,35.12,35.12
INV333667,2024-10-22,CUST0666,Canada,P1015,Winter Jacket,3,117.5,352.5
INV905532,2024-12-20,CUST0489,Brazil,P1008,Water Bottle,4,11.05,44.2
INV731572,2024-02-18,CUST0250,Uk,P1015,Winter Jacket,5,116.31,581.55
INV971436,2024-06-02,CUST0155,India,P1005,Office Chair,3,86.59,259.77
INV256883,2024-12-21,CUST0168,Australia,P1012,Gaming Headset,5,53.3,266.5
INV932938,2024-10-14,CUST0664,Uk,P1009,Backpack,1,44.87,44.87
INV745313,2023-01-01,CUST0478,France,P1005,Office Chair,1,90.35,90.35
INV606987,2023-11-17,CUST0170,Uk,P1015,Winter Jacket,3,117.83,353.49
INV775755,2023-10-19,CUST0440,Brazil,P1011,Table Lamp,4,28.52,114.08
INV251508,2024-10-24,CUST0386,India,P1002,Bluetooth Speaker,1,35.79,35.79
INV323948,2023-12-20,CUST0149,Brazil,P1007,Yoga Mat,4,20.47,81.88
INV850199,2023-12-17,CUST0612,Germany,P1011,Table Lamp,2,26.66,53.32
INV915377,2023-09-23,CUST0725,Uk,P1003,Notebook Set,1,6.6,6.6
INV529014,2024-12-16,CUST0076,India,P1002,Bluetooth Speaker,1,34.06,34.06
INV280435,2024-02-19,CUST0099,Brazil,P1005,Office Chair,4,86.94,347.76
INV397549,2024-10-31,CUST0571,Canada,P1002,Bluetooth Speaker,2,35.59,71.18
INV475370,2024-09-09,CUST0678,Germany,P1006,Coffee Mug,3,8.05,24.15
INV389628,2024-11-15,CUST0440,Brazil,P1013,Sticky Notes Pack,5,4.34,21.7
INV629286,2023-01-14,CUST0590,Brazil,P1014,Running Shoes,4,65.85,263.4
INV551952,2024-11-05,CUST0096,Uk,P1007,Yoga Mat,1,19.18,19.18
INV893917,2024-11-18,CUST0371,Australia,P1008,Water Bottle,4,11.4,45.6
INV171329,2024-03-24,CUST0756,Canada,P1011,Table Lamp,5,26.13,130.65
INV261800,2024-07-29,CUST0288,Brazil,P1001,Wireless Mouse,2,15.44,30.88
INV269472,2024-10-14,CUST0011,Usa,P1007,Yoga Mat,5,20.45,102.25
INV397782,2024-04-08,CUST0658,Germany,P1008,Water Bottle,5,11.16,55.8
INV636026,2024-10-29,CUST0771,Brazil,P1005,Office Chair,5,89.67,448.35
INV364074,2024-01-08,CUST0357,Canada,P1011,Table Lamp,1,27.11,27.11
INV631423,2023-01-01,CUST0761,Brazil,P1005,Office Chair,5,86.33,431.65
INV384435,2023-01-16,CUST0580,France,P1001,Wireless Mouse,3,15.32,45.96
INV796922,2024-08-12,CUST0466,Uk,P1007,Yoga Mat,2,19.62,39.24
INV922717,2023-07-08,CUST0013,Australia,P1009,Backpack,1,47.11,47.11
INV564694,2024-01-07,CUST0298,Canada,P1015,Winter Jacket,3,124.99,374.97
INV344907,2024-11-26,CUST0453,Uk,P1004,Desk Lamp,2,22.71,45.42
INV693590,2023-06-24,CUST0536,France,P1011,Table Lamp,2,28.64,57.28
INV908417,2024-11-23,CUST0693,France,P1010,Phone Case,1,9.86,9.86
INV277779,2024-05-25,CUST0795,Australia,P1006,Coffee Mug,5,7.97,39.85
INV428790,2023-08-21,CUST0152,Uk,P1010,Phone Case,4,9.72,38.88
INV665773,2024-11-24,CUST0608,Canada,P1009,Backpack,5,43.34,216.7
INV965193,2023-08-29,CUST0579,Brazil,P1012,Gaming Headset,5,55.45,277.25
INV601132,2024-11-26,CUST0601,France,P1014,Running Shoes,5,63.59,317.95
INV951116,2024-12-13,CUST0104,India,P1006,Coffee Mug,1,8.35,8.35
INV659960,2023-09-17,CUST0250,Uk,P1003,Notebook Set,3,6.85,20.55
INV614873,2024-12-24,CUST0429,Germany,P1013,Sticky Notes Pack,4,4.15,16.6
INV502899,2023-09-21,CUST0190,Canada,P1007,Yoga Mat,1,19.91,19.91
INV336706,2024-07-03,CUST0027,Usa,P1005,Office Chair,5,88.73,443.65
INV108094,2024-11-29,CUST0139,India,P1012,Gaming Headset,2,54.38,108.76
INV234056,2024-07-26,CUST0405,Germany,P1007,Yoga Mat,1,19.99,19.99
INV789284,2023-11-01,CUST0631,France,P1005,Office Chair,1,93.08,93.08
INV809882,2024-08-02,CUST0600,France,P1014,Running Shoes,3,67.67,203.01
INV512058,2024-08-30,CUST0717,Brazil,P1004,Desk Lamp,5,22.11,110.55
INV523309,2024-12-22,CUST0136,Canada,P1012,Gaming Headset,1,53.15,53.15
INV634923,2023-05-19,CUST0493,Canada,P1004,Desk Lamp,1,23.08,23.08
INV924137,2024-08-10,CUST0272,Brazil,P1004,Desk Lamp,3,21.56,64.68
INV191407,2024-07-07,CUST0240,France,P1006,Coffee Mug,3,7.85,23.55
INV198409,2024-12-04,CUST0688,Usa,P1002,Bluetooth Speaker,2,33.5,67.0
INV261781,2024-10-31,CUST0124,Australia,P1007,Yoga Mat,2,19.19,38.38
INV971486,2024-10-08,CUST0175,Canada,P1012,Gaming Headset,2,54.93,109.86
INV258156,2024-12-11,CUST0407,Australia,P1012,Gaming Headset,4,54.34,217.36
INV470608,2023-07-17,CUST0730,Usa,P1009,Backpack,5,45.9,229.5
INV316444,2023-12-12,CUST0398,Usa,P1001,Wireless Mouse,5,16.71,83.55
INV333667,2024-10-22,CUST0666,Canada,P1002,Bluetooth Speaker,3,33.87,101.61
INV736994,2023-01-01,CUST0725,Uk,P1004,Desk Lamp,1,22.7,22.7
INV264063,2024-01-16,CUST0232,Brazil,P1001,Wireless Mouse,1,16.7,16.7
INV805934,2024-07-21,CUST0599,Usa,P1002,Bluetooth Speaker,2,35.43,70.86
INV989695,2023-08-17,CUST0022,Usa,P1010,Phone Case,4,9.96,39.84
INV213999,2023-09-13,CUST0356,Usa,P1003,Notebook Set,1,6.92,6.92
INV657203,2024-10-07,CUST0782,Australia,P1008,Water Bottle,5,11.23,56.15
INV949943,2024-07-03,CUST0714,Australia,P1008,Water Bottle,2,11.52,23.04
INV774832,2024-06-10,CUST0259,Usa,P1012,Gaming Headset,1,57.35,57.35
INV353847,2024-09-18,CUST0533,Usa,P1005,Office Chair,3,85.67,257.01
INV399076,2024-09-04,CUST0325,India,P1001,Wireless Mouse,3,16.15,48.45
INV904200,2024-12-22,CUST0064,Brazil,P1001,Wireless Mouse,1,15.19,15.19
INV484295,2024-12-02,CUST0329,Uk,P1011,Table Lamp,4,27.74,110.96
INV604746,2024-01-21,CUST0208,Usa,P1004,Desk Lamp,5,21.03,105.15
INV832482,2024-11-23,CUST0596,Australia,P1008,Water Bottle,4,11.95,47.8
INV378334,2024-08-26,CUST0015,Germany,P1007,Yoga Mat,1,20.86,20.86
INV448669,2024-08-16,CUST0238,Germany,P1012,Gaming Headset,5,53.33,266.65
INV925847,2024-07-26,CUST0121,Canada,P1007,Yoga Mat,4,19.3,77.2
INV369642,2024-03-15,CUST0108,Germany,P1011,Table Lamp,1,28.35,28.35
INV146938,2024-07-30,CUST0722,Usa,P1005,Office Chair,5,90.65,453.25
INV369961,2024-09-08,CUST0406,France,P1015,Winter Jacket,5,121.73,608.65
INV312950,2024-03-05,CUST0280,Usa,P1005,Office Chair,5,86.42,432.1
INV677267,2024-05-30,CUST0432,Australia,P1006,Coffee Mug,1,8.25,8.25
INV146258,2024-11-20,CUST0090,Canada,P1005,Office Chair,5,92.33,461.65
INV504503,2024-12-19,CUST0640,Germany,P1015,Winter Jacket,1,125.85,125.85
INV916457,2024-12-20,CUST0384,France,P1014,Running Shoes,3,65.24,195.72
INV753533,2023-12-06,CUST0667,Usa,P1008,Water Bottle,5,11.69,58.45
INV921210,2024-07-22,CUST0504,France,P1005,Office Chair,2,86.18,172.36
INV867915,2024-09-26,CUST0073,Canada,P1015,Winter Jacket,3,122.88,368.64
INV697437,2024-12-15,CUST0696,Germany,P1013,Sticky Notes Pack,5,4.11,20.55
INV520097,2023-12-31,CUST0302,Usa,P1011,Table Lamp,3,26.25,78.75
INV428112,2023-11-06,CUST0318,Brazil,P1002,Bluetooth Speaker,5,36.12,180.6
INV813418,2024-04-29,CUST0050,Canada,P1007,Yoga Mat,4,19.23,76.92
INV797292,2024-12-09,CUST0710,India,P1013,Sticky Notes Pack,2,4.32,8.64
INV372385,2024-12-01,CUST0482,India,P1009,Backpack,3,45.51,136.53
INV910570,2024-12-12,CUST0136,Canada,P1002,Bluetooth Speaker,4,35.08,140.32
INV177422,2024-06-28,CUST0260,Canada,P1011,Table Lamp,3,27.16,81.48
INV463255,2023-01-01,CUST0140,Australia,P1011,Table Lamp,2,28.5,57.0
INV979423,2023-01-01,CUST0596,Australia,P1005,Office Chair,3,90.74,272.22
INV540237,2024-03-12,CUST0202,Brazil,P1015,Winter Jacket,1,122.21,122.21
INV476196,2024-09-02,CUST0153,India,P1014,Running Shoes,4,66.44,265.76
INV461674,2024-08-01,CUST0245,Germany,P1005,Office Chair,4,88.74,354.96
INV439320,2023-10-07,CUST0719,Germany,P1003,Notebook Set,1,6.85,6.85
INV561404,2024-05-20,CUST0207,Usa,P1013,Sticky Notes Pack,4,4.22,16.88
INV955925,2024-11-23,CUST0497,Brazil,P1008,Water Bottle,3,11.99,35.97
INV321136,2024-11-08,CUST0338,Usa,P1013,Sticky Notes Pack,2,4.17,8.34
INV363970,2023-01-01,CUST0373,Brazil,P1011,Table Lamp,3,26.99,80.97
INV821750,2024-07-11,CUST0625,Australia,P1001,Wireless Mouse,3,15.38,46.14
INV395563,2024-10-27,CUST0774,India,P1004,Desk Lamp,4,21.76,87.04
INV889566,2024-07-05,CUST0676,Canada,P1012,Gaming Headset,3,52.49,157.47
INV321136,2024-11-08,CUST0338,Usa,P1008,Water Bottle,2,12.06,24.12
INV608073,2024-04-20,CUST0046,Uk,P1012,Gaming Headset,4,54.08,216.32
INV589708,2024-08-02,CUST0600,France,P1015,Winter Jacket,1,120.0,120.0
INV862151,2024-11-11,CUST0152,Uk,P1009,Backpack,2,46.53,93.06
INV315947,2024-07-02,CUST0612,Germany,P1008,Water Bottle,1,11.69,11.69
INV771217,2023-12-16,CUST0498,Brazil,P1013,Sticky Notes Pack,5,4.17,20.85
INV383839,2024-11-30,CUST0213,Australia,P1005,Office Chair,1,93.76,93.76
INV331377,2023-10-17,CUST0704,France,P1003,Notebook Set,1,6.99,6.99
INV585527,2023-10-10,CUST0142,Germany,P1011,Table Lamp,5,26.43,132.15
INV277520,2024-12-06,CUST0158,Brazil,P1001,Wireless Mouse,4,15.39,61.56
INV852735,2024-06-15,CUST0250,Uk,P1006,Coffee Mug,1,8.39,8.39
INV260584,2024-11-15,CUST0207,Usa,P1009,Backpack,1,46.67,46.67
INV148622,2024-06-21,CUST0479,Germany,P1015,Winter Jacket,3,120.21,360.63
INV354263,2024-07-18,CUST0739,Australia,P1003,Notebook Set,5,6.8,34.0
INV534858,2024-11-14,CUST0057,Canada,P1001,Wireless Mouse,1,16.57,16.57
